Файл	C:\Documents and Settings\Center\Рабочий стол\Изгиб_08.11.22\Иост_1.rez
Вид испытания	сжатие	1
Дата	8 Ноябрь 2022 г.	12:49:49
Скорость [мм/мин]	 1.0
Форма	Круглый	0
Начальные размеры: [мм]
Диаметр	Толщина	Ширина	Длина	База
10.00			50.00	40.00
Размеры после испытания: [мм]

Количество точек	2415

Время [с]	Перемещение [мм]	Усилие [Н]
165.70	5.446	1.8100E+0
165.80	5.449	1.8100E+0
165.90	5.452	1.8100E+0
166.00	5.455	1.8100E+0
166.10	5.458	1.8100E+0
166.20	5.462	1.8100E+0
166.30	5.465	1.8100E+0
166.40	5.468	1.8200E+0
166.50	5.471	1.8100E+0
166.60	5.474	1.8000E+0
166.70	5.478	1.8000E+0
166.80	5.481	1.8100E+0
166.90	5.484	1.8100E+0
167.00	5.487	1.8000E+0
167.10	5.491	1.8000E+0
167.20	5.494	1.8000E+0
167.30	5.497	1.8100E+0
167.40	5.500	1.8100E+0
167.50	5.504	1.8100E+0
167.60	5.507	1.8100E+0
167.70	5.510	1.8100E+0
167.80	5.513	1.8000E+0
167.90	5.516	1.8000E+0
168.00	5.520	1.8100E+0
168.10	5.523	1.8100E+0
168.20	5.526	1.8100E+0
168.30	5.529	1.8000E+0
168.40	5.532	1.8000E+0
168.50	5.536	1.8000E+0
168.60	5.542	1.8100E+0
168.70	5.546	1.8000E+0
168.80	5.549	1.8000E+0
168.90	5.552	1.8000E+0
169.00	5.556	1.8000E+0
169.10	5.559	1.8000E+0
169.20	5.562	1.8000E+0
169.30	5.566	1.8000E+0
169.40	5.569	1.8000E+0
169.50	5.572	1.8100E+0
169.60	5.576	1.8000E+0
169.70	5.579	1.8000E+0
169.80	5.582	1.8000E+0
169.90	5.586	1.8000E+0
170.00	5.589	1.7900E+0
170.10	5.592	1.8100E+0
170.20	5.596	1.7900E+0
170.30	5.599	1.7900E+0
170.40	5.602	1.7900E+0
170.50	5.606	1.7900E+0
170.60	5.609	1.8000E+0
170.70	5.612	1.7900E+0
170.80	5.616	1.7900E+0
170.90	5.622	1.8000E+0
171.00	5.626	1.7900E+0
171.10	5.629	1.8000E+0
171.20	5.632	1.7900E+0
171.30	5.636	1.7900E+0
171.40	5.639	1.8000E+0
171.50	5.643	1.8000E+0
171.60	5.646	1.7900E+0
171.70	5.649	1.7800E+0
171.80	5.652	1.7900E+0
171.90	5.655	1.8000E+0
172.00	5.658	1.7900E+0
172.10	5.662	1.7900E+0
172.20	5.665	1.7900E+0
172.30	5.668	1.7900E+0
172.40	5.672	1.8000E+0
172.50	5.675	1.7900E+0
172.60	5.678	1.7900E+0
172.70	5.682	1.7800E+0
172.80	5.685	1.7900E+0
172.90	5.688	1.7800E+0
173.00	5.692	1.7900E+0
173.10	5.695	1.7800E+0
173.20	5.699	1.7900E+0
173.30	5.702	1.7900E+0
173.40	5.705	1.7900E+0
173.50	5.708	1.7900E+0
173.60	5.712	1.7800E+0
173.70	5.715	1.7800E+0
173.80	5.718	1.7800E+0
173.90	5.722	1.7900E+0
174.00	5.725	1.7800E+0
174.10	5.728	1.7700E+0
174.20	5.732	1.7800E+0
174.30	5.735	1.7800E+0
174.40	5.738	1.7800E+0
174.50	5.742	1.7900E+0
174.60	5.745	1.7800E+0
174.70	5.748	1.7800E+0
174.80	5.751	1.7800E+0
174.90	5.755	1.7900E+0
175.00	5.758	1.7800E+0
175.10	5.762	1.7800E+0
175.20	5.765	1.7800E+0
175.30	5.768	1.7800E+0
175.40	5.772	1.7800E+0
175.50	5.775	1.7800E+0
175.60	5.778	1.7700E+0
175.70	5.782	1.7700E+0
175.80	5.785	1.7700E+0
175.90	5.788	1.7800E+0
176.00	5.791	1.7700E+0
176.10	5.795	1.7700E+0
176.20	5.798	1.7800E+0
176.30	5.801	1.7700E+0
176.40	5.804	1.7800E+0
176.50	5.808	1.7700E+0
176.60	5.811	1.7800E+0
176.70	5.814	1.7700E+0
176.80	5.818	1.7700E+0
176.90	5.821	1.7600E+0
177.00	5.824	1.7600E+0
177.10	5.827	1.7700E+0
177.20	5.831	1.7700E+0
177.30	5.834	1.7800E+0
177.40	5.837	1.7700E+0
177.50	5.840	1.7700E+0
177.60	5.843	1.7700E+0
177.70	5.847	1.7700E+0
177.80	5.850	1.7600E+0
177.90	5.853	1.7600E+0
178.00	5.856	1.7600E+0
178.10	5.860	1.7600E+0
178.20	5.863	1.7600E+0
178.30	5.866	1.7600E+0
178.40	5.870	1.7700E+0
178.50	5.873	1.7700E+0
178.60	5.876	1.7600E+0
178.70	5.880	1.7600E+0
178.80	5.883	1.7700E+0
178.90	5.886	1.7600E+0
179.00	5.890	1.7600E+0
179.10	5.892	1.7500E+0
179.20	5.895	1.7700E+0
179.30	5.899	1.7600E+0
179.40	5.902	1.7600E+0
179.50	5.905	1.7700E+0
179.60	5.908	1.7600E+0
179.70	5.912	1.7600E+0
179.80	5.915	1.7500E+0
179.90	5.918	1.7500E+0
180.00	5.921	1.7500E+0
180.10	5.924	1.7500E+0
180.20	5.928	1.7600E+0
180.30	5.931	1.7600E+0
180.40	5.934	1.7600E+0
180.50	5.938	1.7500E+0
180.60	5.941	1.7500E+0
180.70	5.944	1.7600E+0
180.80	5.947	1.7500E+0
180.90	5.951	1.7600E+0
181.00	5.954	1.7600E+0
181.10	5.957	1.7600E+0
181.20	5.960	1.7600E+0
181.30	5.963	1.7600E+0
181.40	5.967	1.7600E+0
181.50	5.970	1.7600E+0
181.60	5.973	1.7600E+0
181.70	5.976	1.7500E+0
181.80	5.980	1.7500E+0
181.90	5.983	1.7400E+0
182.00	5.986	1.7500E+0
182.10	5.989	1.7500E+0
182.20	5.992	1.7500E+0
182.30	5.996	1.7400E+0
182.40	5.999	1.7500E+0
182.50	6.002	1.7600E+0
182.60	6.005	1.7500E+0
182.70	6.008	1.7500E+0
182.80	6.012	1.7500E+0
182.90	6.015	1.7400E+0
183.00	6.018	1.7400E+0
183.10	6.021	1.7500E+0
183.20	6.024	1.7500E+0
183.30	6.028	1.7500E+0
183.40	6.031	1.7400E+0
183.50	6.034	1.7400E+0
183.60	6.038	1.7500E+0
183.70	6.041	1.7400E+0
183.80	6.044	1.7500E+0
183.90	6.047	1.7400E+0
184.00	6.051	1.7400E+0
184.10	6.054	1.7400E+0
184.20	6.057	1.7400E+0
184.30	6.060	1.7500E+0
184.40	6.064	1.7400E+0
184.50	6.067	1.7400E+0
184.60	6.070	1.7400E+0
184.70	6.074	1.7400E+0
184.80	6.077	1.7400E+0
184.90	6.080	1.7400E+0
185.00	6.083	1.7400E+0
185.10	6.086	1.7400E+0
185.20	6.090	1.7400E+0
185.30	6.093	1.7400E+0
185.40	6.096	1.7400E+0
185.50	6.099	1.7400E+0
185.60	6.103	1.7400E+0
185.70	6.106	1.7400E+0
185.80	6.109	1.7400E+0
185.90	6.112	1.7400E+0
186.00	6.116	1.7300E+0
186.10	6.119	1.7400E+0
186.20	6.123	1.7300E+0
186.30	6.126	1.7300E+0
186.40	6.129	1.7300E+0
186.50	6.132	1.7300E+0
186.60	6.136	1.7400E+0
186.70	6.139	1.7400E+0
186.80	6.143	1.7300E+0
186.90	6.146	1.7300E+0
187.00	6.149	1.7300E+0
187.10	6.152	1.7300E+0
187.20	6.156	1.7300E+0
187.30	6.159	1.7400E+0
187.40	6.163	1.7400E+0
187.50	6.166	1.7300E+0
187.60	6.169	1.7300E+0
187.70	6.172	1.7400E+0
187.80	6.176	1.7300E+0
187.90	6.179	1.7300E+0
188.00	6.182	1.7400E+0
188.10	6.186	1.7300E+0
188.20	6.189	1.7300E+0
188.30	6.192	1.7300E+0
188.40	6.195	1.7300E+0
188.50	6.199	1.7300E+0
188.60	6.202	1.7300E+0
188.70	6.205	1.7400E+0
188.80	6.208	1.7300E+0
188.90	6.212	1.7300E+0
189.00	6.215	1.7300E+0
189.10	6.218	1.7300E+0
189.20	6.222	1.7200E+0
189.30	6.225	1.7300E+0
189.40	6.228	1.7300E+0
189.50	6.231	1.7300E+0
189.60	6.234	1.7300E+0
189.70	6.238	1.7300E+0
189.80	6.241	1.7300E+0
189.90	6.244	1.7300E+0
190.00	6.247	1.7300E+0
190.10	6.251	1.7300E+0
190.20	6.254	1.7300E+0
190.30	6.257	1.7200E+0
190.40	6.260	1.7200E+0
190.50	6.263	1.7300E+0
190.60	6.267	1.7200E+0
190.70	6.270	1.7300E+0
190.80	6.273	1.7300E+0
190.90	6.276	1.7200E+0
191.00	6.279	1.7200E+0
191.10	6.283	1.7300E+0
191.20	6.286	1.7300E+0
191.30	6.289	1.7300E+0
191.40	6.292	1.7300E+0
191.50	6.295	1.7300E+0
191.60	6.299	1.7300E+0
191.70	6.302	1.7400E+0
191.80	6.305	1.7300E+0
191.90	6.308	1.7300E+0
192.00	6.312	1.7300E+0
192.10	6.315	1.7300E+0
192.20	6.318	1.7200E+0
192.30	6.321	1.7300E+0
192.40	6.324	1.7200E+0
192.50	6.328	1.7200E+0
192.60	6.331	1.7300E+0
192.70	6.334	1.7300E+0
192.80	6.338	1.7200E+0
192.90	6.341	1.7300E+0
193.00	6.344	1.7300E+0
193.10	6.347	1.7300E+0
193.20	6.350	1.7200E+0
193.30	6.353	1.7200E+0
193.40	6.356	1.7200E+0
193.50	6.360	1.7300E+0
193.60	6.363	1.7300E+0
193.70	6.366	1.7200E+0
193.80	6.370	1.7300E+0
193.90	6.373	1.7300E+0
194.00	6.376	1.7200E+0
194.10	6.379	1.7300E+0
194.20	6.383	1.7200E+0
194.30	6.386	1.7300E+0
194.40	6.389	1.7200E+0
194.50	6.392	1.7300E+0
194.60	6.396	1.7300E+0
194.70	6.399	1.7300E+0
194.80	6.403	1.7300E+0
194.90	6.406	1.7300E+0
195.00	6.409	1.7300E+0
195.10	6.412	1.7200E+0
195.20	6.416	1.7200E+0
195.30	6.419	1.7200E+0
195.40	6.423	1.7200E+0
195.50	6.426	1.7200E+0
195.60	6.429	1.7200E+0
195.70	6.432	1.7200E+0
195.80	6.436	1.7200E+0
195.90	6.439	1.7200E+0
196.00	6.443	1.7200E+0
196.10	6.446	1.7200E+0
196.20	6.450	1.7100E+0
196.30	6.453	1.7200E+0
196.40	6.456	1.7200E+0
196.50	6.460	1.7200E+0
196.60	6.463	1.7300E+0
196.70	6.467	1.7200E+0
196.80	6.470	1.7100E+0
196.90	6.473	1.7200E+0
197.00	6.476	1.7100E+0
197.10	6.480	1.7200E+0
197.20	6.483	1.7100E+0
197.30	6.487	1.7200E+0
197.40	6.490	1.7200E+0
197.50	6.494	1.7200E+0
197.60	6.497	1.7200E+0
197.70	6.500	1.7200E+0
197.80	6.504	1.7100E+0
197.90	6.507	1.7200E+0
198.00	6.510	1.7200E+0
198.10	6.514	1.7200E+0
198.20	6.517	1.7200E+0
198.30	6.520	1.7200E+0
198.40	6.523	1.7200E+0
198.50	6.527	1.7100E+0
198.60	6.530	1.7100E+0
198.70	6.533	1.7100E+0
198.80	6.536	1.7200E+0
198.90	6.540	1.7100E+0
199.00	6.543	1.7200E+0
199.10	6.547	1.7200E+0
199.20	6.550	1.7200E+0
199.30	6.553	1.7100E+0
199.40	6.556	1.7200E+0
199.50	6.560	1.7100E+0
199.60	6.563	1.7100E+0
199.70	6.566	1.7100E+0
199.80	6.570	1.7100E+0
199.90	6.573	1.7100E+0
200.00	6.576	1.7200E+0
200.10	6.579	1.7200E+0
200.20	6.583	1.7100E+0
200.30	6.586	1.7200E+0
200.40	6.589	1.7100E+0
200.50	6.592	1.7200E+0
200.60	6.596	1.7200E+0
200.70	6.599	1.7200E+0
200.80	6.602	1.7200E+0
200.90	6.606	1.7200E+0
201.00	6.609	1.7100E+0
201.10	6.612	1.7100E+0
201.20	6.615	1.7100E+0
201.30	6.619	1.7200E+0
201.40	6.622	1.7000E+0
201.50	6.625	1.7200E+0
201.60	6.628	1.7100E+0
201.70	6.632	1.7100E+0
201.80	6.635	1.7100E+0
201.90	6.638	1.7100E+0
202.00	6.641	1.7000E+0
202.10	6.644	1.7100E+0
202.20	6.647	1.7000E+0
202.30	6.651	1.7100E+0
202.40	6.654	1.7100E+0
202.50	6.657	1.7100E+0
202.60	6.660	1.7000E+0
202.70	6.664	1.7000E+0
202.80	6.667	1.7100E+0
202.90	6.670	1.7100E+0
203.00	6.674	1.7000E+0
203.10	6.677	1.7100E+0
203.20	6.680	1.7100E+0
203.30	6.683	1.7000E+0
203.40	6.687	1.7100E+0
203.50	6.690	1.7000E+0
203.60	6.693	1.7100E+0
203.70	6.696	1.7100E+0
203.80	6.700	1.7100E+0
203.90	6.703	1.7100E+0
204.00	6.706	1.7100E+0
204.10	6.709	1.7000E+0
204.20	6.712	1.7000E+0
204.30	6.716	1.7100E+0
204.40	6.719	1.7100E+0
204.50	6.722	1.7000E+0
204.60	6.726	1.7000E+0
204.70	6.729	1.7000E+0
204.80	6.732	1.7000E+0
204.90	6.735	1.7000E+0
205.00	6.738	1.7100E+0
205.10	6.742	1.7000E+0
205.20	6.744	1.7000E+0
205.30	6.748	1.7000E+0
205.40	6.751	1.7100E+0
205.50	6.754	1.7100E+0
205.60	6.758	1.7000E+0
205.70	6.760	1.7000E+0
205.80	6.764	1.7000E+0
205.90	6.767	1.7000E+0
206.00	6.770	1.7100E+0
206.10	6.774	1.7000E+0
206.20	6.777	1.7000E+0
206.30	6.780	1.7000E+0
206.40	6.783	1.7000E+0
206.50	6.787	1.7000E+0
206.60	6.790	1.7000E+0
206.70	6.793	1.6900E+0
206.80	6.796	1.7000E+0
206.90	6.800	1.7000E+0
207.00	6.803	1.6900E+0
207.10	6.806	1.7000E+0
207.20	6.809	1.7000E+0
207.30	6.812	1.6900E+0
207.40	6.816	1.7100E+0
207.50	6.819	1.7000E+0
207.60	6.823	1.7000E+0
207.70	6.826	1.6900E+0
207.80	6.829	1.6900E+0
207.90	6.832	1.7000E+0
208.00	6.836	1.7000E+0
208.10	6.839	1.6900E+0
208.20	6.842	1.6900E+0
208.30	6.845	1.7000E+0
208.40	6.848	1.6900E+0
208.50	6.852	1.6900E+0
208.60	6.855	1.7000E+0
208.70	6.858	1.7000E+0
208.80	6.862	1.6900E+0
208.90	6.865	1.7000E+0
209.00	6.868	1.6900E+0
209.10	6.871	1.7000E+0
209.20	6.875	1.7000E+0
209.30	6.878	1.7000E+0
209.40	6.881	1.7000E+0
209.50	6.884	1.7100E+0
209.60	6.888	1.6900E+0
209.70	6.891	1.7000E+0
209.80	6.894	1.7000E+0
209.90	6.898	1.7000E+0
210.00	6.901	1.6900E+0
210.10	6.904	1.6900E+0
210.20	6.907	1.7000E+0
210.30	6.911	1.7000E+0
210.40	6.914	1.6900E+0
210.50	6.917	1.6900E+0
210.60	6.920	1.6900E+0
210.70	6.924	1.6900E+0
210.80	6.927	1.6900E+0
210.90	6.930	1.6900E+0
211.00	6.934	1.6800E+0
211.10	6.937	1.6900E+0
211.20	6.940	1.6900E+0
211.30	6.943	1.6900E+0
211.40	6.947	1.6900E+0
211.50	6.950	1.6900E+0
211.60	6.954	1.6900E+0
211.70	6.957	1.6900E+0
211.80	6.960	1.6900E+0
211.90	6.963	1.6900E+0
212.00	6.967	1.6900E+0
212.10	6.970	1.6900E+0
212.20	6.973	1.7000E+0
212.30	6.976	1.7000E+0
212.40	6.980	1.6900E+0
212.50	6.983	1.6900E+0
212.60	6.987	1.7000E+0
212.70	6.990	1.7000E+0
212.80	6.993	1.6900E+0
212.90	6.996	1.6900E+0
213.00	7.000	1.7000E+0
213.10	7.003	1.6900E+0
213.20	7.006	1.6900E+0
213.30	7.010	1.6900E+0
213.40	7.013	1.6800E+0
213.50	7.016	1.6900E+0
213.60	7.019	1.7000E+0
213.70	7.023	1.6900E+0
213.80	7.026	1.6900E+0
213.90	7.029	1.6900E+0
214.00	7.032	1.6900E+0
214.10	7.036	1.6900E+0
214.20	7.039	1.6900E+0
214.30	7.042	1.6800E+0
214.40	7.045	1.6800E+0
214.50	7.048	1.6900E+0
214.60	7.052	1.6900E+0
214.70	7.055	1.6900E+0
214.80	7.058	1.6900E+0
214.90	7.062	1.6900E+0
215.00	7.065	1.6900E+0
215.10	7.068	1.6900E+0
215.20	7.071	1.6800E+0
215.30	7.074	1.6900E+0
215.40	7.078	1.6800E+0
215.50	7.081	1.6800E+0
215.60	7.084	1.6800E+0
215.70	7.087	1.6800E+0
215.80	7.091	1.6800E+0
215.90	7.094	1.6800E+0
216.00	7.097	1.6800E+0
216.10	7.100	1.6800E+0
216.20	7.103	1.6900E+0
216.30	7.106	1.6900E+0
216.40	7.109	1.6900E+0
216.50	7.112	1.6900E+0
216.60	7.115	1.6800E+0
216.70	7.119	1.6800E+0
216.80	7.122	1.6900E+0
216.90	7.125	1.6900E+0
217.00	7.128	1.6900E+0
217.10	7.131	1.6900E+0
217.20	7.135	1.6900E+0
217.30	7.138	1.6800E+0
217.40	7.141	1.6800E+0
217.50	7.144	1.6800E+0
217.60	7.148	1.6900E+0
217.70	7.151	1.6900E+0
217.80	7.154	1.6900E+0
217.90	7.158	1.6900E+0
218.00	7.161	1.6800E+0
218.10	7.164	1.6800E+0
218.20	7.168	1.6800E+0
218.30	7.171	1.6800E+0
218.40	7.174	1.6700E+0
218.50	7.178	1.6800E+0
218.60	7.181	1.6800E+0
218.70	7.184	1.6800E+0
218.80	7.188	1.6800E+0
218.90	7.191	1.6800E+0
219.00	7.195	1.6800E+0
219.10	7.198	1.6800E+0
219.20	7.201	1.6800E+0
219.30	7.204	1.6800E+0
219.40	7.208	1.6800E+0
219.50	7.211	1.6700E+0
219.60	7.215	1.6800E+0
219.70	7.218	1.6800E+0
219.80	7.221	1.6900E+0
219.90	7.224	1.6800E+0
220.00	7.228	1.6700E+0
220.10	7.231	1.6800E+0
220.20	7.235	1.6800E+0
220.30	7.238	1.6900E+0
220.40	7.241	1.6800E+0
220.50	7.244	1.6800E+0
220.60	7.248	1.6800E+0
220.70	7.251	1.6800E+0
220.80	7.255	1.6800E+0
220.90	7.258	1.6800E+0
221.00	7.261	1.6700E+0
221.10	7.264	1.6800E+0
221.20	7.268	1.6800E+0
221.30	7.271	1.6800E+0
221.40	7.275	1.6700E+0
221.50	7.278	1.6700E+0
221.60	7.281	1.6800E+0
221.70	7.284	1.6800E+0
221.80	7.288	1.6700E+0
221.90	7.291	1.6700E+0
222.00	7.294	1.6800E+0
222.10	7.298	1.6800E+0
222.20	7.301	1.6700E+0
222.30	7.304	1.6700E+0
222.40	7.308	1.6700E+0
222.50	7.311	1.6700E+0
222.60	7.315	1.6700E+0
222.70	7.318	1.6700E+0
222.80	7.321	1.6700E+0
222.90	7.324	1.6800E+0
223.00	7.327	1.6700E+0
223.10	7.331	1.6800E+0
223.20	7.334	1.6700E+0
223.30	7.337	1.6800E+0
223.40	7.340	1.6700E+0
223.50	7.344	1.6800E+0
223.60	7.347	1.6700E+0
223.70	7.351	1.6600E+0
223.80	7.354	1.6700E+0
223.90	7.357	1.6700E+0
224.00	7.360	1.6700E+0
224.10	7.364	1.6700E+0
224.20	7.367	1.6700E+0
224.30	7.371	1.6600E+0
224.40	7.374	1.6700E+0
224.50	7.377	1.6700E+0
224.60	7.381	1.6700E+0
224.70	7.384	1.6600E+0
224.80	7.387	1.6600E+0
224.90	7.391	1.6700E+0
225.00	7.394	1.6700E+0
225.10	7.397	1.6700E+0
225.20	7.400	1.6800E+0
225.30	7.404	1.6700E+0
225.40	7.407	1.6700E+0
225.50	7.411	1.6700E+0
225.60	7.414	1.6600E+0
225.70	7.417	1.6700E+0
225.80	7.420	1.6600E+0
225.90	7.424	1.6700E+0
226.00	7.427	1.6700E+0
226.10	7.431	1.6600E+0
226.20	7.434	1.6700E+0
226.30	7.437	1.6700E+0
226.40	7.440	1.6600E+0
226.50	7.444	1.6700E+0
226.60	7.447	1.6600E+0
226.70	7.450	1.6700E+0
226.80	7.453	1.6700E+0
226.90	7.456	1.6600E+0
227.00	7.460	1.6600E+0
227.10	7.463	1.6700E+0
227.20	7.466	1.6700E+0
227.30	7.470	1.6700E+0
227.40	7.473	1.6600E+0
227.50	7.476	1.6600E+0
227.60	7.479	1.6700E+0
227.70	7.482	1.6700E+0
227.80	7.486	1.6700E+0
227.90	7.489	1.6700E+0
228.00	7.492	1.6800E+0
228.10	7.495	1.6700E+0
228.20	7.499	1.6700E+0
228.30	7.502	1.6700E+0
228.40	7.505	1.6700E+0
228.50	7.508	1.6700E+0
228.60	7.512	1.6600E+0
228.70	7.515	1.6600E+0
228.80	7.518	1.6600E+0
228.90	7.522	1.6600E+0
229.00	7.525	1.6700E+0
229.10	7.528	1.6600E+0
229.20	7.531	1.6600E+0
229.30	7.534	1.6700E+0
229.40	7.538	1.6700E+0
229.50	7.541	1.6700E+0
229.60	7.544	1.6700E+0
229.70	7.547	1.6600E+0
229.80	7.551	1.6700E+0
229.90	7.554	1.6600E+0
230.00	7.557	1.6600E+0
230.10	7.560	1.6600E+0
230.20	7.563	1.6600E+0
230.30	7.567	1.6600E+0
230.40	7.570	1.6600E+0
230.50	7.573	1.6700E+0
230.60	7.576	1.6700E+0
230.70	7.580	1.6500E+0
230.80	7.583	1.6600E+0
230.90	7.586	1.6500E+0
231.00	7.590	1.6600E+0
231.10	7.593	1.6600E+0
231.20	7.596	1.6600E+0
231.30	7.599	1.6600E+0
231.40	7.603	1.6600E+0
231.50	7.606	1.6600E+0
231.60	7.609	1.6600E+0
231.70	7.612	1.6500E+0
231.80	7.616	1.6600E+0
231.90	7.619	1.6600E+0
232.00	7.622	1.6500E+0
232.10	7.625	1.6500E+0
232.20	7.628	1.6600E+0
232.30	7.631	1.6600E+0
232.40	7.634	1.6600E+0
232.50	7.638	1.6600E+0
232.60	7.641	1.6600E+0
232.70	7.644	1.6600E+0
232.80	7.647	1.6500E+0
232.90	7.651	1.6500E+0
233.00	7.654	1.6500E+0
233.10	7.657	1.6500E+0
233.20	7.660	1.6500E+0
233.30	7.664	1.6600E+0
233.40	7.667	1.6600E+0
233.50	7.670	1.6500E+0
233.60	7.674	1.6500E+0
233.70	7.677	1.6600E+0
233.80	7.680	1.6600E+0
233.90	7.683	1.6500E+0
234.00	7.687	1.6500E+0
234.10	7.690	1.6500E+0
234.20	7.693	1.6500E+0
234.30	7.696	1.6600E+0
234.40	7.700	1.6500E+0
234.50	7.703	1.6400E+0
234.60	7.706	1.6500E+0
234.70	7.710	1.6500E+0
234.80	7.713	1.6500E+0
234.90	7.716	1.6500E+0
235.00	7.720	1.6500E+0
235.10	7.723	1.6600E+0
235.20	7.726	1.6500E+0
235.30	7.730	1.6500E+0
235.40	7.733	1.6500E+0
235.50	7.736	1.6400E+0
235.60	7.740	1.6500E+0
235.70	7.743	1.6400E+0
235.80	7.746	1.6400E+0
235.90	7.750	1.6500E+0
236.00	7.753	1.6400E+0
236.10	7.756	1.6500E+0
236.20	7.760	1.6600E+0
236.30	7.763	1.6500E+0
236.40	7.766	1.6500E+0
236.50	7.770	1.6500E+0
236.60	7.773	1.6500E+0
236.70	7.776	1.6400E+0
236.80	7.779	1.6400E+0
236.90	7.783	1.6500E+0
237.00	7.786	1.6500E+0
237.10	7.789	1.6500E+0
237.20	7.793	1.6500E+0
237.30	7.796	1.6500E+0
237.40	7.799	1.6500E+0
237.50	7.802	1.6500E+0
237.60	7.806	1.6500E+0
237.70	7.809	1.6400E+0
237.80	7.812	1.6400E+0
237.90	7.815	1.6500E+0
238.00	7.818	1.6400E+0
238.10	7.822	1.6500E+0
238.20	7.825	1.6500E+0
238.30	7.828	1.6500E+0
238.40	7.831	1.6400E+0
238.50	7.834	1.6400E+0
238.60	7.838	1.6400E+0
238.70	7.841	1.6500E+0
238.80	7.844	1.6500E+0
238.90	7.847	1.6400E+0
239.00	7.851	1.6400E+0
239.10	7.854	1.6400E+0
239.20	7.857	1.6400E+0
239.30	7.860	1.6500E+0
239.40	7.864	1.6500E+0
239.50	7.867	1.6500E+0
239.60	7.870	1.6400E+0
239.70	7.874	1.6400E+0
239.80	7.877	1.6400E+0
239.90	7.880	1.6500E+0
240.00	7.883	1.6400E+0
240.10	7.887	1.6500E+0
240.20	7.890	1.6500E+0
240.30	7.893	1.6500E+0
240.40	7.896	1.6500E+0
240.50	7.899	1.6400E+0
240.60	7.903	1.6400E+0
240.70	7.906	1.6400E+0
240.80	7.909	1.6500E+0
240.90	7.912	1.6400E+0
241.00	7.916	1.6500E+0
241.10	7.919	1.6500E+0
241.20	7.922	1.6400E+0
241.30	7.926	1.6400E+0
241.40	7.927	1.6400E+0
