Файл	C:\Documents and Settings\Center\Рабочий стол\Изгиб_08.11.22\Иост_2.rez
86.00	2.787	1.7300E+0
86.10	2.790	1.7300E+0
86.20	2.794	1.7400E+0
86.30	2.797	1.7300E+0
86.40	2.801	1.7400E+0
86.50	2.804	1.7400E+0
86.60	2.807	1.7400E+0
86.70	2.811	1.7300E+0
86.80	2.814	1.7400E+0
86.90	2.817	1.7400E+0
87.00	2.821	1.7400E+0
87.10	2.824	1.7500E+0
87.20	2.828	1.7400E+0
87.30	2.831	1.7300E+0
87.40	2.835	1.7400E+0
87.50	2.838	1.7400E+0
87.60	2.841	1.7500E+0
87.70	2.845	1.7600E+0
87.80	2.848	1.7500E+0
87.90	2.851	1.7500E+0
88.00	2.855	1.7500E+0
88.10	2.858	1.7400E+0
88.20	2.861	1.7500E+0
88.30	2.865	1.7500E+0
88.40	2.868	1.7500E+0
88.50	2.871	1.7600E+0
88.60	2.875	1.7500E+0
88.70	2.878	1.7600E+0
88.80	2.882	1.7600E+0
88.90	2.885	1.7600E+0
89.00	2.889	1.7600E+0
89.10	2.892	1.7600E+0
89.20	2.895	1.7600E+0
89.30	2.899	1.7700E+0
89.40	2.902	1.7700E+0
89.50	2.905	1.7600E+0
89.60	2.909	1.7600E+0
89.70	2.912	1.7700E+0
89.80	2.916	1.7700E+0
89.90	2.919	1.7700E+0
90.00	2.922	1.7800E+0
90.10	2.925	1.7700E+0
90.20	2.929	1.7700E+0
90.30	2.932	1.7700E+0
90.40	2.936	1.7800E+0
90.50	2.939	1.7800E+0
90.60	2.942	1.7800E+0
90.70	2.945	1.7800E+0
90.80	2.949	1.7800E+0
90.90	2.952	1.7800E+0
91.00	2.956	1.7900E+0
91.10	2.959	1.7800E+0
91.20	2.962	1.7900E+0
91.30	2.965	1.7900E+0
91.40	2.969	1.7900E+0
91.50	2.972	1.7900E+0
91.60	2.975	1.7900E+0
91.70	2.979	1.7900E+0
91.80	2.982	1.8000E+0
91.90	2.985	1.8000E+0
92.00	2.989	1.8000E+0
92.10	2.992	1.7900E+0
92.20	2.995	1.8000E+0
92.30	2.999	1.8100E+0
92.40	3.002	1.8000E+0
92.50	3.005	1.8100E+0
92.60	3.008	1.8000E+0
92.70	3.012	1.8000E+0
92.80	3.015	1.8100E+0
92.90	3.018	1.8200E+0
93.00	3.021	1.8100E+0
93.10	3.025	1.8100E+0
93.20	3.028	1.8100E+0
93.30	3.031	1.8100E+0
93.40	3.034	1.8200E+0
93.50	3.038	1.8200E+0
93.60	3.041	1.8100E+0
93.70	3.044	1.8100E+0
93.80	3.048	1.8100E+0
93.90	3.051	1.8100E+0
94.00	3.054	1.8200E+0
94.10	3.057	1.8300E+0
94.20	3.061	1.8200E+0
94.30	3.064	1.8300E+0
94.40	3.067	1.8200E+0
94.50	3.071	1.8200E+0
94.60	3.074	1.8300E+0
94.70	3.077	1.8300E+0
94.80	3.080	1.8300E+0
94.90	3.084	1.8300E+0
95.00	3.087	1.8300E+0
95.10	3.090	1.8400E+0
95.20	3.093	1.8400E+0
95.30	3.097	1.8400E+0
95.40	3.100	1.8300E+0
95.50	3.103	1.8300E+0
95.60	3.106	1.8400E+0
95.70	3.109	1.8400E+0
95.80	3.113	1.8400E+0
95.90	3.116	1.8400E+0
96.00	3.119	1.8400E+0
96.10	3.122	1.8500E+0
96.20	3.125	1.8400E+0
96.30	3.129	1.8400E+0
96.40	3.132	1.8500E+0
96.50	3.135	1.8500E+0
96.60	3.138	1.8500E+0
96.70	3.141	1.8500E+0
96.80	3.145	1.8500E+0
96.90	3.148	1.8600E+0
97.00	3.151	1.8500E+0
97.10	3.155	1.8600E+0
97.20	3.158	1.8500E+0
97.30	3.161	1.8600E+0
97.40	3.164	1.8500E+0
97.50	3.167	1.8600E+0
97.60	3.171	1.8600E+0
97.70	3.174	1.8600E+0
97.80	3.177	1.8600E+0
97.90	3.180	1.8600E+0
98.00	3.184	1.8700E+0
98.10	3.187	1.8600E+0
98.20	3.190	1.8600E+0
98.30	3.193	1.8600E+0
98.40	3.196	1.8600E+0
98.50	3.200	1.8700E+0
98.60	3.203	1.8600E+0
98.70	3.206	1.8700E+0
98.80	3.209	1.8600E+0
98.90	3.212	1.8700E+0
99.00	3.216	1.8700E+0
99.10	3.219	1.8600E+0
99.20	3.222	1.8700E+0
99.30	3.225	1.8600E+0
99.40	3.228	1.8800E+0
99.50	3.232	1.8700E+0
99.60	3.235	1.8700E+0
99.70	3.238	1.8700E+0
99.80	3.241	1.8700E+0
99.90	3.245	1.8700E+0
100.00	3.248	1.8700E+0
100.10	3.251	1.8700E+0
100.20	3.254	1.8800E+0
100.30	3.258	1.8700E+0
100.40	3.261	1.8800E+0
100.50	3.264	1.8800E+0
100.60	3.267	1.8800E+0
100.70	3.271	1.8800E+0
100.80	3.274	1.8800E+0
100.90	3.277	1.8800E+0
101.00	3.280	1.8800E+0
101.10	3.284	1.8800E+0
101.20	3.287	1.8800E+0
101.30	3.290	1.8900E+0
101.40	3.293	1.8900E+0
101.50	3.296	1.8900E+0
101.60	3.300	1.8900E+0
101.70	3.303	1.8900E+0
101.80	3.306	1.8900E+0
101.90	3.309	1.8900E+0
102.00	3.312	1.8900E+0
102.10	3.316	1.9000E+0
102.20	3.319	1.8900E+0
102.30	3.322	1.9000E+0
102.40	3.325	1.9000E+0
102.50	3.329	1.9000E+0
102.60	3.332	1.8900E+0
102.70	3.335	1.9000E+0
102.80	3.338	1.9000E+0
102.90	3.341	1.9000E+0
103.00	3.345	1.9000E+0
103.10	3.348	1.9000E+0
103.20	3.351	1.9000E+0
103.30	3.355	1.9000E+0
103.40	3.358	1.9000E+0
103.50	3.361	1.9100E+0
103.60	3.364	1.9100E+0
103.70	3.368	1.9200E+0
103.80	3.371	1.9100E+0
103.90	3.374	1.9200E+0
104.00	3.377	1.9100E+0
104.10	3.381	1.9100E+0
104.20	3.384	1.9200E+0
104.30	3.387	1.9100E+0
104.40	3.391	1.9100E+0
104.50	3.394	1.9100E+0
104.60	3.397	1.9200E+0
104.70	3.400	1.9200E+0
104.80	3.404	1.9200E+0
104.90	3.407	1.9200E+0
105.00	3.410	1.9200E+0
105.10	3.413	1.9100E+0
105.20	3.417	1.9200E+0
105.30	3.420	1.9200E+0
105.40	3.424	1.9200E+0
105.50	3.427	1.9300E+0
105.60	3.430	1.9200E+0
105.70	3.433	1.9200E+0
105.80	3.437	1.9300E+0
105.90	3.440	1.9300E+0
106.00	3.443	1.9200E+0
106.10	3.447	1.9300E+0
106.20	3.450	1.9300E+0
106.30	3.453	1.9200E+0
106.40	3.456	1.9300E+0
106.50	3.460	1.9300E+0
106.60	3.463	1.9300E+0
106.70	3.466	1.9300E+0
106.80	3.469	1.9400E+0
106.90	3.473	1.9300E+0
107.00	3.476	1.9400E+0
107.10	3.479	1.9400E+0
107.20	3.483	1.9400E+0
107.30	3.486	1.9400E+0
107.40	3.489	1.9400E+0
107.50	3.492	1.9400E+0
107.60	3.496	1.9400E+0
107.70	3.499	1.9400E+0
107.80	3.502	1.9500E+0
107.90	3.505	1.9500E+0
108.00	3.509	1.9500E+0
108.10	3.512	1.9500E+0
108.20	3.515	1.9500E+0
108.30	3.518	1.9400E+0
108.40	3.522	1.9500E+0
108.50	3.525	1.9500E+0
108.60	3.528	1.9500E+0
108.70	3.532	1.9500E+0
108.80	3.535	1.9500E+0
108.90	3.538	1.9400E+0
109.00	3.541	1.9500E+0
109.10	3.545	1.9500E+0
109.20	3.548	1.9500E+0
109.30	3.551	1.9500E+0
109.40	3.555	1.9500E+0
109.50	3.558	1.9600E+0
109.60	3.561	1.9600E+0
109.70	3.564	1.9600E+0
109.80	3.568	1.9600E+0
109.90	3.571	1.9700E+0
110.00	3.575	1.9700E+0
110.10	3.578	1.9600E+0
110.20	3.581	1.9600E+0
110.30	3.585	1.9700E+0
110.40	3.588	1.9600E+0
110.50	3.591	1.9700E+0
110.60	3.595	1.9700E+0
110.70	3.598	1.9700E+0
110.80	3.602	1.9700E+0
110.90	3.605	1.9800E+0
111.00	3.608	1.9800E+0
111.10	3.612	1.9700E+0
111.20	3.615	1.9700E+0
111.30	3.619	1.9800E+0
111.40	3.622	1.9800E+0
111.50	3.625	1.9900E+0
111.60	3.629	1.9800E+0
111.70	3.632	1.9800E+0
111.80	3.635	1.9800E+0
111.90	3.639	1.9800E+0
112.00	3.642	1.9800E+0
112.10	3.645	1.9800E+0
112.20	3.649	1.9800E+0
112.30	3.652	1.9900E+0
112.40	3.655	1.9900E+0
112.50	3.659	1.9900E+0
112.60	3.662	1.9900E+0
112.70	3.665	1.9800E+0
112.80	3.669	1.9900E+0
112.90	3.672	2.0000E+0
113.00	3.676	1.9900E+0
113.10	3.679	1.9800E+0
113.20	3.682	1.9900E+0
113.30	3.686	1.9900E+0
113.40	3.689	2.0000E+0
113.50	3.692	2.0000E+0
113.60	3.696	1.9900E+0
113.70	3.699	2.0000E+0
113.80	3.702	2.0000E+0
113.90	3.706	2.0000E+0
114.00	3.709	1.9900E+0
114.10	3.712	2.0000E+0
114.20	3.716	2.0000E+0
114.30	3.719	2.0000E+0
114.40	3.722	2.0000E+0
114.50	3.726	2.0100E+0
114.60	3.729	2.0000E+0
114.70	3.732	2.0000E+0
114.80	3.736	2.0000E+0
114.90	3.739	2.0000E+0
115.00	3.742	2.0100E+0
115.10	3.746	2.0000E+0
115.20	3.749	2.0100E+0
115.30	3.752	2.0100E+0
115.40	3.756	2.0100E+0
115.50	3.759	2.0100E+0
115.60	3.762	2.0100E+0
115.70	3.766	2.0100E+0
115.80	3.769	2.0100E+0
115.90	3.772	2.0100E+0
116.00	3.776	2.0100E+0
116.10	3.779	2.0100E+0
116.20	3.782	2.0200E+0
116.30	3.785	2.0200E+0
116.40	3.789	2.0100E+0
116.50	3.792	2.0100E+0
116.60	3.796	2.0200E+0
116.70	3.799	2.0200E+0
116.80	3.802	2.0200E+0
116.90	3.805	2.0200E+0
117.00	3.809	2.0200E+0
117.10	3.812	2.0200E+0
117.20	3.815	2.0300E+0
117.30	3.819	2.0200E+0
117.40	3.822	2.0200E+0
117.50	3.825	2.0300E+0
117.60	3.828	2.0300E+0
117.70	3.832	2.0300E+0
117.80	3.835	2.0200E+0
117.90	3.838	2.0300E+0
118.00	3.841	2.0200E+0
118.10	3.845	2.0300E+0
118.20	3.848	2.0200E+0
118.30	3.851	2.0200E+0
118.40	3.855	2.0300E+0
118.50	3.858	2.0300E+0
118.60	3.861	2.0300E+0
118.70	3.864	2.0300E+0
118.80	3.867	2.0300E+0
118.90	3.871	2.0300E+0
119.00	3.874	2.0300E+0
119.10	3.877	2.0300E+0
119.20	3.880	2.0300E+0
119.30	3.884	2.0300E+0
119.40	3.887	2.0300E+0
119.50	3.890	2.0400E+0
119.60	3.893	2.0300E+0
119.70	3.897	2.0300E+0
119.80	3.900	2.0300E+0
119.90	3.903	2.0300E+0
120.00	3.907	2.0300E+0
120.10	3.910	2.0300E+0
120.20	3.913	2.0300E+0
120.30	3.916	2.0300E+0
120.40	3.919	2.0400E+0
120.50	3.923	2.0500E+0
120.60	3.926	2.0400E+0
120.70	3.929	2.0400E+0
120.80	3.932	2.0400E+0
120.90	3.935	2.0400E+0
121.00	3.939	2.0400E+0
121.10	3.942	2.0400E+0
121.20	3.945	2.0500E+0
121.30	3.948	2.0500E+0
121.40	3.952	2.0500E+0
121.50	3.955	2.0500E+0
121.60	3.958	2.0500E+0
121.70	3.961	2.0400E+0
121.80	3.965	2.0400E+0
121.90	3.968	2.0500E+0
122.00	3.971	2.0500E+0
122.10	3.975	2.0500E+0
122.20	3.978	2.0500E+0
122.30	3.981	2.0500E+0
122.40	3.984	2.0600E+0
122.50	3.988	2.0500E+0
122.60	3.991	2.0500E+0
122.70	3.994	2.0500E+0
122.80	3.997	2.0500E+0
122.90	4.000	2.0500E+0
123.00	4.004	2.0500E+0
123.10	4.007	2.0600E+0
123.20	4.010	2.0500E+0
123.30	4.013	2.0500E+0
123.40	4.016	2.0500E+0
123.50	4.020	2.0500E+0
123.60	4.023	2.0600E+0
123.70	4.026	2.0700E+0
123.80	4.029	2.0600E+0
123.90	4.032	2.0600E+0
124.00	4.036	2.0500E+0
124.10	4.039	2.0700E+0
124.20	4.042	2.0600E+0
124.30	4.045	2.0600E+0
124.40	4.048	2.0500E+0
124.50	4.052	2.0500E+0
124.60	4.055	2.0700E+0
124.70	4.058	2.0600E+0
124.80	4.061	2.0600E+0
124.90	4.064	2.0600E+0
125.00	4.068	2.0700E+0
125.10	4.071	2.0700E+0
125.20	4.074	2.0700E+0
125.30	4.077	2.0700E+0
125.40	4.081	2.0700E+0
125.50	4.084	2.0700E+0
125.60	4.087	2.0700E+0
125.70	4.091	2.0800E+0
125.80	4.094	2.0700E+0
125.90	4.097	2.0700E+0
126.00	4.100	2.0600E+0
126.10	4.103	2.0600E+0
126.20	4.107	2.0700E+0
126.30	4.110	2.0700E+0
126.40	4.113	2.0700E+0
126.50	4.116	2.0700E+0
126.60	4.120	2.0700E+0
126.70	4.123	2.0700E+0
126.80	4.126	2.0700E+0
126.90	4.129	2.0700E+0
127.00	4.133	2.0700E+0
127.10	4.136	2.0700E+0
127.20	4.139	2.0800E+0
127.30	4.143	2.0700E+0
127.40	4.146	2.0800E+0
127.50	4.149	2.0800E+0
127.60	4.152	2.0700E+0
127.70	4.156	2.0700E+0
127.80	4.159	2.0900E+0
127.90	4.162	2.0800E+0
128.00	4.165	2.0800E+0
128.10	4.169	2.0700E+0
128.20	4.172	2.0800E+0
128.30	4.175	2.0800E+0
128.40	4.179	2.0800E+0
128.50	4.182	2.0800E+0
128.60	4.185	2.0800E+0
128.70	4.188	2.0800E+0
128.80	4.192	2.0700E+0
128.90	4.195	2.0800E+0
129.00	4.198	2.0800E+0
129.10	4.201	2.0900E+0
129.20	4.204	2.0800E+0
129.30	4.208	2.0700E+0
129.40	4.211	2.0800E+0
129.50	4.214	2.0900E+0
129.60	4.217	2.0900E+0
129.70	4.221	2.0900E+0
129.80	4.224	2.0800E+0
129.90	4.227	2.0900E+0
130.00	4.231	2.0800E+0
130.10	4.234	2.0800E+0
130.20	4.237	2.0900E+0
130.30	4.240	2.0900E+0
130.40	4.243	2.0900E+0
130.50	4.247	2.0900E+0
130.60	4.250	2.0800E+0
130.70	4.253	2.0900E+0
130.80	4.256	2.0900E+0
130.90	4.260	2.0900E+0
131.00	4.263	2.0800E+0
131.10	4.266	2.0900E+0
131.20	4.270	2.0900E+0
131.30	4.273	2.0900E+0
131.40	4.276	2.0900E+0
131.50	4.280	2.0900E+0
131.60	4.283	2.0900E+0
131.70	4.286	2.0900E+0
131.80	4.289	2.1000E+0
131.90	4.293	2.1000E+0
132.00	4.296	2.1000E+0
132.10	4.300	2.1000E+0
132.20	4.303	2.0900E+0
132.30	4.306	2.1000E+0
132.40	4.309	2.0900E+0
132.50	4.313	2.0900E+0
132.60	4.316	2.1000E+0
132.70	4.319	2.1000E+0
132.80	4.323	2.0900E+0
132.90	4.326	2.0900E+0
133.00	4.329	2.0900E+0
133.10	4.333	2.1000E+0
133.20	4.336	2.1000E+0
133.30	4.339	2.1000E+0
133.40	4.343	2.1000E+0
133.50	4.346	2.1000E+0
133.60	4.349	2.1000E+0
133.70	4.352	2.1000E+0
133.80	4.356	2.1000E+0
133.90	4.359	2.1000E+0
134.00	4.362	2.1100E+0
134.10	4.365	2.1000E+0
134.20	4.369	2.1000E+0
134.30	4.372	2.1000E+0
134.40	4.375	2.1100E+0
134.50	4.379	2.1000E+0
134.60	4.382	2.1000E+0
134.70	4.385	2.1000E+0
134.80	4.388	2.1100E+0
134.90	4.392	2.1100E+0
135.00	4.395	2.1100E+0
135.10	4.398	2.1100E+0
135.20	4.401	2.1000E+0
135.30	4.405	2.1000E+0
135.40	4.408	2.1100E+0
135.50	4.411	2.1000E+0
135.60	4.414	2.1000E+0
135.70	4.418	2.1000E+0
135.80	4.421	2.1100E+0
135.90	4.424	2.1100E+0
136.00	4.427	2.1000E+0
136.10	4.431	2.1000E+0
136.20	4.434	2.1100E+0
136.30	4.437	2.1100E+0
136.40	4.441	2.1100E+0
136.50	4.444	2.1100E+0
136.60	4.447	2.1100E+0
136.70	4.451	2.1000E+0
136.80	4.454	2.1100E+0
136.90	4.457	2.1000E+0
137.00	4.460	2.1100E+0
137.10	4.464	2.1100E+0
137.20	4.467	2.1100E+0
137.30	4.471	2.1200E+0
137.40	4.474	2.1200E+0
137.50	4.477	2.1100E+0
137.60	4.480	2.1100E+0
137.70	4.484	2.1200E+0
137.80	4.487	2.1100E+0
137.90	4.490	2.1100E+0
138.00	4.494	2.1100E+0
138.10	4.497	2.1100E+0
138.20	4.500	2.1100E+0
138.30	4.503	2.1200E+0
138.40	4.507	2.1100E+0
138.50	4.510	2.1100E+0
138.60	4.513	2.1100E+0
138.70	4.517	2.1200E+0
138.80	4.520	2.1100E+0
138.90	4.523	2.1200E+0
139.00	4.527	2.1200E+0
139.10	4.530	2.1100E+0
139.20	4.533	2.1200E+0
139.30	4.537	2.1200E+0
139.40	4.540	2.1200E+0
139.50	4.543	2.1100E+0
139.60	4.547	2.1200E+0
139.70	4.550	2.1200E+0
139.80	4.553	2.1200E+0
139.90	4.556	2.1100E+0
140.00	4.560	2.1100E+0
140.10	4.563	2.1100E+0
140.20	4.566	2.1100E+0
140.30	4.569	2.1200E+0
140.40	4.572	2.1200E+0
140.50	4.576	2.1200E+0
140.60	4.579	2.1200E+0
140.70	4.582	2.1200E+0
140.80	4.585	2.1300E+0
140.90	4.589	2.1200E+0
141.00	4.592	2.1200E+0
141.10	4.595	2.1200E+0
141.20	4.598	2.1300E+0
141.30	4.601	2.1200E+0
141.40	4.605	2.1200E+0
141.50	4.608	2.1300E+0
141.60	4.611	2.1200E+0
141.70	4.615	2.1200E+0
141.80	4.618	2.1300E+0
141.90	4.621	2.1200E+0
142.00	4.624	2.1200E+0
142.10	4.627	2.1300E+0
142.20	4.631	2.1200E+0
142.30	4.634	2.1200E+0
142.40	4.637	2.1200E+0
142.50	4.640	2.1200E+0
142.60	4.643	2.1200E+0
142.70	4.647	2.1200E+0
142.80	4.650	2.1300E+0
142.90	4.653	2.1200E+0
143.00	4.656	2.1200E+0
143.10	4.660	2.1300E+0
143.20	4.663	2.1300E+0
143.30	4.666	2.1200E+0
143.40	4.669	2.1200E+0
143.50	4.672	2.1300E+0
143.60	4.676	2.1200E+0
143.70	4.679	2.1200E+0
143.80	4.682	2.1300E+0
143.90	4.685	2.1300E+0
144.00	4.688	2.1300E+0
144.10	4.692	2.1200E+0
144.20	4.695	2.1300E+0
144.30	4.698	2.1200E+0
144.40	4.701	2.1300E+0
144.50	4.704	2.1300E+0
144.60	4.708	2.1300E+0
144.70	4.711	2.1300E+0
144.80	4.714	2.1300E+0
144.90	4.717	2.1300E+0
145.00	4.720	2.1300E+0
145.10	4.724	2.1300E+0
145.20	4.727	2.1300E+0
145.30	4.730	2.1200E+0
145.40	4.733	2.1300E+0
145.50	4.736	2.1300E+0
145.60	4.739	2.1400E+0
145.70	4.743	2.1300E+0
145.80	4.746	2.1300E+0
145.90	4.749	2.1300E+0
146.00	4.752	2.1400E+0
146.10	4.755	2.1300E+0
146.20	4.758	2.1300E+0
146.30	4.761	2.1300E+0
146.40	4.765	2.1400E+0
146.50	4.768	2.1300E+0
146.60	4.771	2.1300E+0
146.70	4.774	2.1300E+0
146.80	4.777	2.1300E+0
146.90	4.780	2.1200E+0
147.00	4.783	2.1300E+0
147.10	4.787	2.1300E+0
147.20	4.790	2.1300E+0
147.30	4.793	2.1300E+0
147.40	4.796	2.1200E+0
147.50	4.799	2.1300E+0
147.60	4.803	2.1400E+0
147.70	4.806	2.1300E+0
147.80	4.809	2.1400E+0
147.90	4.812	2.1400E+0
148.00	4.815	2.1400E+0
148.10	4.819	2.1300E+0
148.20	4.822	2.1200E+0
148.30	4.825	2.1300E+0
148.40	4.828	2.1300E+0
148.50	4.832	2.1300E+0
148.60	4.835	2.1200E+0
148.70	4.838	2.1300E+0
148.80	4.841	2.1300E+0
148.90	4.844	2.1300E+0
149.00	4.848	2.1300E+0
149.10	4.851	2.1400E+0
149.20	4.854	2.1300E+0
149.30	4.857	2.1300E+0
149.40	4.861	2.1300E+0
149.50	4.864	2.1300E+0
149.60	4.867	2.1300E+0
149.70	4.870	2.1300E+0
149.80	4.874	2.1400E+0
149.90	4.877	2.1300E+0
150.00	4.880	2.1300E+0
150.10	4.883	2.1300E+0
150.20	4.890	2.1400E+0
150.30	4.893	2.1400E+0
150.40	4.896	2.1300E+0
150.50	4.900	2.1300E+0
150.60	4.903	2.1400E+0
150.70	4.906	2.1300E+0
150.80	4.909	2.1400E+0
150.90	4.912	2.1400E+0
151.00	4.916	2.1400E+0
151.10	4.919	2.1300E+0
151.20	4.922	2.1300E+0
151.30	4.925	2.1300E+0
151.40	4.928	2.1300E+0
151.50	4.932	2.1200E+0
151.60	4.935	2.1300E+0
151.70	4.938	2.1300E+0
151.80	4.941	2.1300E+0
151.90	4.944	2.1300E+0
152.00	4.948	2.1300E+0
152.10	4.951	2.1400E+0
152.20	4.954	2.1400E+0
152.30	4.957	2.1400E+0
152.40	4.960	2.1400E+0
152.50	4.964	2.1300E+0
152.60	4.967	2.1300E+0
152.70	4.970	2.1300E+0
152.80	4.973	2.1300E+0
152.90	4.976	2.1300E+0
153.00	4.980	2.1300E+0
153.10	4.983	2.1300E+0
153.20	4.986	2.1300E+0
153.30	4.989	2.1400E+0
153.40	4.993	2.1400E+0
153.50	4.996	2.1400E+0
153.60	4.999	2.1300E+0
153.70	5.003	2.1400E+0
153.80	5.006	2.1300E+0
153.90	5.009	2.1400E+0
154.00	5.016	2.1400E+0
154.10	5.019	2.1300E+0
154.20	5.022	2.1400E+0
154.30	5.025	2.1300E+0
154.40	5.029	2.1300E+0
154.50	5.032	2.1400E+0
154.60	5.035	2.1300E+0
154.70	5.039	2.1300E+0
154.80	5.042	2.1300E+0
154.90	5.045	2.1300E+0
155.00	5.048	2.1300E+0
155.10	5.052	2.1400E+0
155.20	5.055	2.1400E+0
155.30	5.058	2.1300E+0
155.40	5.061	2.1300E+0
155.50	5.065	2.1400E+0
155.60	5.068	2.1300E+0
155.70	5.071	2.1300E+0
155.80	5.074	2.1400E+0
155.90	5.078	2.1400E+0
156.00	5.081	2.1300E+0
156.10	5.084	2.1400E+0
156.20	5.087	2.1300E+0
156.30	5.091	2.1300E+0
156.40	5.094	2.1300E+0
156.50	5.097	2.1400E+0
156.60	5.100	2.1400E+0
156.70	5.104	2.1300E+0
156.80	5.107	2.1300E+0
156.90	5.110	2.1400E+0
157.00	5.113	2.1300E+0
157.10	5.117	2.1300E+0
157.20	5.120	2.1300E+0
157.30	5.123	2.1300E+0
157.40	5.126	2.1300E+0
157.50	5.129	2.1300E+0
157.60	5.132	2.1400E+0
157.70	5.136	2.1400E+0
157.80	5.139	2.1200E+0
157.90	5.142	2.1300E+0
158.00	5.145	2.1300E+0
158.10	5.149	2.1300E+0
158.20	5.152	2.1300E+0
158.30	5.155	2.1200E+0
158.40	5.158	2.1400E+0
158.50	5.162	2.1300E+0
158.60	5.165	2.1400E+0
158.70	5.168	2.1300E+0
158.80	5.171	2.1400E+0
158.90	5.175	2.1400E+0
159.00	5.178	2.1400E+0
159.10	5.181	2.1400E+0
159.20	5.185	2.1400E+0
159.30	5.188	2.1300E+0
159.40	5.191	2.1400E+0
159.50	5.194	2.1300E+0
159.60	5.198	2.1300E+0
159.70	5.201	2.1300E+0
159.80	5.204	2.1300E+0
159.90	5.208	2.1300E+0
160.00	5.211	2.1300E+0
160.10	5.214	2.1300E+0
160.20	5.218	2.1300E+0
160.30	5.221	2.1300E+0
160.40	5.225	2.1300E+0
160.50	5.228	2.1400E+0
160.60	5.231	2.1400E+0
160.70	5.235	2.1300E+0
160.80	5.238	2.1300E+0
160.90	5.241	2.1400E+0
161.00	5.245	2.1400E+0
161.10	5.248	2.1300E+0
161.20	5.252	2.1400E+0
161.30	5.255	2.1400E+0
161.40	5.258	2.1400E+0
161.50	5.261	2.1400E+0
161.60	5.265	2.1300E+0
161.70	5.268	2.1300E+0
161.80	5.272	2.1300E+0
161.90	5.275	2.1400E+0
162.00	5.278	2.1400E+0
162.10	5.281	2.1400E+0
162.20	5.285	2.1300E+0
162.30	5.288	2.1400E+0
162.40	5.291	2.1400E+0
162.50	5.295	2.1300E+0
162.60	5.298	2.1400E+0
162.70	5.301	2.1300E+0
162.80	5.305	2.1300E+0
162.90	5.308	2.1300E+0
163.00	5.311	2.1300E+0
163.10	5.315	2.1300E+0
163.20	5.318	2.1200E+0
163.30	5.321	2.1300E+0
163.40	5.324	2.1300E+0
163.50	5.328	2.1200E+0
163.60	5.331	2.1400E+0
163.70	5.334	2.1300E+0
163.80	5.338	2.1400E+0
163.90	5.341	2.1300E+0
164.00	5.344	2.1200E+0
164.10	5.348	2.1400E+0
164.20	5.351	2.1300E+0
164.30	5.354	2.1300E+0
164.40	5.358	2.1300E+0
164.50	5.361	2.1300E+0
164.60	5.364	2.1400E+0
164.70	5.368	2.1300E+0
164.80	5.371	2.1400E+0
164.90	5.374	2.1400E+0
165.00	5.377	2.1300E+0
165.10	5.381	2.1300E+0
165.20	5.384	2.1400E+0
165.30	5.388	2.1400E+0
165.40	5.391	2.1300E+0
165.50	5.394	2.1400E+0
165.60	5.397	2.1400E+0
165.70	5.401	2.1400E+0
165.80	5.404	2.1300E+0
165.90	5.408	2.1300E+0
166.00	5.411	2.1300E+0
166.10	5.415	2.1300E+0
166.20	5.418	2.1300E+0
166.30	5.421	2.1500E+0
166.40	5.424	2.1400E+0
166.50	5.428	2.1300E+0
166.60	5.431	2.1400E+0
166.70	5.435	2.1300E+0
166.80	5.438	2.1400E+0
166.90	5.441	2.1300E+0
167.00	5.444	2.1400E+0
167.10	5.448	2.1400E+0
167.20	5.451	2.1300E+0
167.30	5.454	2.1300E+0
167.40	5.458	2.1300E+0
167.50	5.461	2.1300E+0
167.60	5.464	2.1300E+0
167.70	5.468	2.1400E+0
167.80	5.471	2.1400E+0
167.90	5.474	2.1300E+0
168.00	5.477	2.1300E+0
168.10	5.481	2.1300E+0
168.20	5.484	2.1400E+0
168.30	5.487	2.1400E+0
168.40	5.490	2.1300E+0
168.50	5.493	2.1300E+0
168.60	5.497	2.1300E+0
168.70	5.500	2.1400E+0
168.80	5.503	2.1400E+0
168.90	5.506	2.1300E+0
169.00	5.510	2.1400E+0
169.10	5.513	2.1300E+0
169.20	5.516	2.1300E+0
169.30	5.519	2.1400E+0
169.40	5.523	2.1300E+0
169.50	5.526	2.1300E+0
169.60	5.529	2.1400E+0
169.70	5.532	2.1300E+0
169.80	5.535	2.1300E+0
169.90	5.539	2.1400E+0
170.00	5.542	2.1200E+0
170.10	5.545	2.1300E+0
170.20	5.548	2.1400E+0
170.30	5.552	2.1300E+0
170.40	5.555	2.1400E+0
170.50	5.558	2.1300E+0
170.60	5.561	2.1400E+0
170.70	5.564	2.1300E+0
170.80	5.568	2.1300E+0
170.90	5.571	2.1300E+0
171.00	5.574	2.1300E+0
171.10	5.578	2.1300E+0
171.20	5.581	2.1300E+0
171.30	5.584	2.1400E+0
171.40	5.588	2.1300E+0
171.50	5.591	2.1300E+0
171.60	5.594	2.1300E+0
171.70	5.597	2.1300E+0
171.80	5.601	2.1300E+0
171.90	5.604	2.1300E+0
172.00	5.607	2.1300E+0
172.10	5.611	2.1300E+0
172.20	5.614	2.1300E+0
172.30	5.617	2.1300E+0
172.40	5.621	2.1300E+0
172.50	5.624	2.1300E+0
172.60	5.627	2.1400E+0
172.70	5.631	2.1300E+0
172.80	5.634	2.1300E+0
172.90	5.637	2.1300E+0
173.00	5.640	2.1300E+0
173.10	5.644	2.1400E+0
